-3.	0.
-2.9	0.
-2.8	0.
-2.7	0.
-2.6	0.
-2.5	0.
-2.4	0.
-2.3	0.
-2.2	0.
-2.1	0.
-2.	0.
-1.9	0.
-1.7999999999999998	0.
-1.7	0.
-1.5999999999999999	0.
-1.5	0.
-1.4	0.
-1.2999999999999998	0.
-1.2	0.
-1.0999999999999999	0.
-1.	0.
-0.8999999999999999	0.
-0.7999999999999998	0.
-0.6999999999999997	0.
-0.5999999999999996	0.
-0.5	0.
-0.3999999999999999	0.
-0.2999999999999999	9.580352499162592e-295
-0.19999999999999976	1.430944794722053e-233
-0.09999999999999964	1.6801627872355798e-184
0.	1.7073658906789838e-145
0.1000000000000001	1.7623881549849837e-114
0.20000000000000015	8.049462459974064e-90
0.30000000000000027	3.240860249479828e-70
0.40000000000000036	1.2410928073914067e-54
0.5	3.004936605267609e-42
0.6000000000000001	2.079802633438738e-32
0.7000000000000002	1.3684514798011893e-24
0.8000000000000003	2.2314824720703524e-18
0.9000000000000004	1.938809371326771e-13
1.	1.550485853596875e-10
1.1	2.2440404960376677e-7
1.2	0.40027842231564786
1.3	84.10472377294974
1.4	7214.30945122838
1.5	299203.72428568034
1.6	6.997297249029056e6
1.7000000000000002	1.042178926966385e8
1.8	1.0943711501104183e9
1.9	9.032064943885225e9
2.	5.94035219785405e10
2.1	3.482382815213118e11
2.2	1.837698476744965e12
2.3	8.771634686169423e12
2.4000000000000004	3.912049368224459e13
2.5	1.6549425187350638e14
2.6	6.722215500639829e14
2.7	2.5838521188921655e15
2.8	9.818863003494006e15
2.9000000000000004	3.646104204349962e16
3.	1.340004687072381e17
3.1	4.8378533879481075e17
3.2	1.69977256574725e18
3.3000000000000003	5.884543221933818e18
